"League","Away Team","S","EX","EN","F","I","R","Score","Results","Home Team","S","EX","EN","F","I","R","Score","Results"
"MLB","Brewers","36.0","26.0","51.0","35.0","52.0","35.0","1.0","L","White Sox","37.0","26.0","45.0","29.0","52.0","37.0","6.0","W"
"MLB","Pirates","41.0","28.0","50.0","35.0","53.0","41.0","0.0","L","Cardinals","42.0","31.0","52.0","35.0","53.0","41.0","5.0","W"
"MLB","Athletics","30.0","28.0","37.0","24.0","50.0","29.0","5.0","W","Royals","30.0","36.0","39.0","27.0","52.0","27.0","1.0","L"
"MLB","Dodgers","35.0","27.0","44.0","31.0","52.0","35.0","10.0","W","Rockies","37.0","24.0","39.0","24.0","52.0","38.0","7.0","L"
"MLB","Phillies","38.0","28.0","44.0","30.0","53.0","41.0","1.0","L","Giants","38.0","29.0","52.0","36.0","52.0","39.0","6.0","W"
"MLB","Dodgers","38.0","28.0","46.0","34.0","53.0","35.0","4.0","L","Padres","42.0","32.0","51.0","36.0","53.0","47.0","7.0","W"
"MLB","Red Sox","34.0","26.0","54.0","37.0","51.0","37.0","6.0","W","Rangers","37.0","24.0","56.0","41.0","52.0","39.0","5.0","L"
"MLB","Astros","25.0","40.0","43.0","31.0","45.0","28.0","3.0","L","Diamondbacks","35.0","27.0","48.0","28.0","48.0","40.0","4.0","W"
"MLB","Orioles","35.0","28.0","43.0","27.0","47.0","38.0","0.0","L","Athletics","33.0","25.0","50.0","29.0","48.0","31.0","2.0","W"
"MLB","Angels","32.0","25.0","41.0","24.0","48.0","30.0","8.0","L","Mariners","30.0","32.0","35.0","19.0","47.0","25.0","9.0","W"
"NHL","Penguins","40.0","27.0","47.0","37.0","52.0","32.0","3.0","L","Capitals","45.0","27.0","61.0","45.0","61.0","45.0","6.0","W"
"NHL","Jets","36.0","28.0","44.0","31.0","49.0","34.0","6.0","W","Predators","28.0","28.0","35.0","20.0","45.0","27.0","2.0","L"
"NBA","Celtics","28.0","24.0","40.0","23.0","46.0","28.0","101.0","W","76ers","22.0","23.0","25.0","14.0","42.0","18.0","98.0","L"
"NBA","Raptors","26.0","28.0","30.0","15.0","43.0","22.0","103.0","L","Cavaliers","30.0","29.0","35.0","18.0","46.0","31.0","105.0","W"
"MLB","Giants","47.0","36.0","61.0","45.0","63.0","51.0","2.0","L","Cubs","44.0","27.0","63.0","43.0","56.0","52.0","6.0","W"
"MLB","Cardinals","42.0","36.0","56.0","39.0","56.0","45.0","1.0","L","Pirates","32.0","37.0","41.0","26.0","44.0","29.0","8.0","W"
"MLB","Angels","33.0","35.0","43.0","31.0","47.0","31.0","1.0","L","Yankees","37.0","25.0","43.0","26.0","51.0","34.0","2.0","W"
"MLB","Blue Jays","32.0","29.0","47.0","33.0","48.0","31.0","6.0","W","Phillies","35.0","25.0","53.0","37.0","48.0","36.0","5.0","L"
"MLB","White Sox","39.0","55.0","69.0","50.0","62.0","47.0","4.0","L","Tigers","31.0","23.0","49.0","32.0","46.0","29.0","5.0","W"
"MLB","Nationals","36.0","30.0","49.0","34.0","52.0","35.0","9.0","W","Marlins","36.0","27.0","43.0","29.0","52.0","39.0","5.0","L"
"MLB","Astros","30.0","29.0","50.0","35.0","51.0","30.0","11.0","W","Indians","40.0","32.0","52.0","35.0","55.0","44.0","2.0","L"
"MLB","Orioles","35.0","38.0","39.0","24.0","52.0","36.0","2.0","W","Rays","35.0","37.0","47.0","30.0","53.0","38.0","0.0","L"
"MLB","Braves","36.0","41.0","47.0","32.0","52.0","38.0","2.0","L","Red Sox","37.0","28.0","44.0","29.0","53.0","42.0","6.0","W"
"MLB","Royals","39.0","33.0","46.0","31.0","52.0","40.0","4.0","L","Rangers","37.0","30.0","46.0","28.0","53.0","40.0","8.0","W"
"MLB","Marlins","35.0","27.0","50.0","40.0","52.0","32.0","6.0","W","Reds","34.0","24.0","47.0","36.0","50.0","32.0","0.0","L"
"MLB","Pirates","24.0","25.0","32.0","20.0","46.0","22.0","3.0","L","Brewers","27.0","33.0","38.0","23.0","47.0","27.0","5.0","W"
"MLB","Twins","27.0","24.0","50.0","25.0","47.0","26.0","8.0","W","White Sox","29.0","27.0","34.0","25.0","49.0","27.0","4.0","L"
"MLB","Giants","27.0","26.0","42.0","28.0","47.0","24.0","11.0","W","Braves","33.0","21.0","40.0","26.0","49.0","35.0","2.0","L"
"MLB","Rockies","28.0","22.0","40.0","24.0","47.0","24.0","2.0","W","Mets","29.0","30.0","33.0","23.0","49.0","26.0","0.0","L"
"MLB","Indians","38.0","28.0","53.0","40.0","53.0","36.0","2.0","L","Yankees","47.0","24.0","51.0","37.0","55.0","46.0","5.0","W"
"MLB","Cubs","36.0","25.0","46.0","35.0","52.0","35.0","6.0","L","Cardinals","34.0","25.0","47.0","36.0","52.0","34.0","8.0","W"
"MLB","Phillies","30.0","23.0","41.0","27.0","49.0","27.0","3.0","W","Nationals","27.0","24.0","40.0","24.0","49.0","23.0","1.0","L"
"MLB","Tigers","36.0","23.0","49.0","32.0","50.0","35.0","3.0","W","Royals","30.0","29.0","46.0","26.0","49.0","32.0","2.0","L"
"MLB","Blue Jays","35.0","27.0","45.0","31.0","53.0","33.0","3.0","L","Rays","37.0","29.0","47.0","32.0","52.0","36.0","5.0","W"
"MLB","Braves","40.0","28.0","52.0","37.0","54.0","40.0","6.0","L","Red Sox","37.0","30.0","47.0","35.0","53.0","39.0","8.0","W"
"MLB","Blue Jays","34.0","30.0","47.0","32.0","52.0","33.0","1.0","L","Phillies","38.0","25.0","53.0","34.0","53.0","44.0","2.0","W"
"MLB","Cardinals","39.0","24.0","54.0","31.0","54.0","44.0","4.0","W","Pirates","35.0","22.0","46.0","37.0","55.0","39.0","1.0","W"
"MLB","Royals","37.0","19.0","46.0","30.0","52.0","41.0","3.0","L","Rangers","43.0","22.0","51.0","38.0","54.0","52.0","4.0","W"
"MLB","Diamondbacks","33.0","21.0","43.0","32.0","52.0","37.0","0.0","L","Athletics","38.0","22.0","48.0","37.0","53.0","45.0","3.0","W"
"MLB","Mets","37.0","28.0","50.0","36.0","52.0","38.0","6.0","L","Brewers","37.0","29.0","46.0","31.0","53.0","40.0","17.0","W"
"MLB","Orioles","38.0","26.0","43.0","27.0","52.0","40.0","1.0","L","Rays","38.0","27.0","45.0","33.0","53.0","40.0","5.0","W"
"MLB","Nationals","37.0","28.0","46.0","29.0","52.0","38.0","4.0","W","Marlins","38.0","26.0","47.0","35.0","52.0","42.0","1.0","L"
"MLB","White Sox","41.0","26.0","44.0","33.0","53.0","46.0","8.0","W","Tigers","38.0","25.0","45.0","31.0","51.0","42.0","4.0","L"
"MLB","Angels","42.0","26.0","48.0","39.0","55.0","46.0","11.0","W","Yankees","39.0","34.0","41.0","32.0","55.0","44.0","4.0","L"
"MLB","Mets","37.0","26.0","53.0","40.0","52.0","35.0","3.0","L","Braves","36.0","32.0","54.0","35.0","52.0","37.0","4.0","W"
"MLB","Angels","34.0","36.0","54.0","34.0","52.0","34.0","3.0","L","Tigers","33.0","44.0","48.0","30.0","53.0","39.0","9.0","W"
"MLB","Cardinals","40.0","24.0","52.0","37.0","54.0","46.0","3.0","L","Brewers","37.0","29.0","54.0","39.0","53.0","41.0","8.0","W"
"MLB","Rays","35.0","30.0","47.0","32.0","53.0","35.0","1.0","W","Athletics","36.0","37.0","42.0","34.0","53.0","38.0","0.0","L"
"MLB","Rangers","34.0","32.0","40.0","31.0","52.0","34.0","1.0","L","Mariners","39.0","46.0","40.0","26.0","54.0","41.0","2.0","W"
"MLB","Marlins","33.0","47.0","35.0","27.0","52.0","30.0","7.0","W","Padres","44.0","54.0","47.0","34.0","56.0","46.0","2.0","L"
"MLB","Reds","29.0","58.0","31.0","23.0","53.0","22.0","5.0","L","Diamondbacks","38.0","67.0","46.0","32.0","55.0","47.0","12.0","W"
"MLB","Giants","37.0","21.0","47.0","32.0","52.0","41.0","5.0","L","Rockies","36.0","36.0","46.0","30.0","51.0","44.0","6.0","W"
"MLB","Twins","38.0","28.0","48.0","33.0","53.0","39.0","8.0","W","Royals","38.0","27.0","54.0","33.0","54.0","41.0","5.0","L"
"MLB","Phillies","32.0","25.0","52.0","35.0","52.0","35.0","4.0","L","Dodgers","36.0","27.0","43.0","31.0","53.0","36.0","5.0","W"
"MLB","Braves","35.0","27.0","48.0","35.0","53.0","34.0","8.0","W","Rockies","34.0","32.0","48.0","31.0","53.0","32.0","3.0","L"
"MLB","Orioles","38.0","37.0","54.0","36.0","54.0","42.0","7.0","W","Yankees","37.0","35.0","53.0","33.0","53.0","40.0","3.0","L"
"MLB","Reds","38.0","22.0","55.0","40.0","55.0","40.0","3.0","L","Pirates","41.0","25.0","56.0","41.0","56.0","48.0","14.0","W"
"MLB","Blue Jays","44.0","22.0","64.0","43.0","54.0","47.0","8.0","W","Rangers","47.0","25.0","59.0","42.0","55.0","50.0","5.0","L"
"MLB","Cubs","39.0","28.0","51.0","33.0","57.0","45.0","4.0","L","Brewers","40.0","25.0","62.0","39.0","55.0","46.0","5.0","W"
"MLB","Athletics","33.0","25.0","41.0","29.0","52.0","30.0","9.0","L","Angels","29.0","25.0","41.0","27.0","52.0","24.0","13.0","W"
"NHL","Senators","31.0","25.0","37.0","23.0","51.0","28.0","0.0","L","Penguins","33.0","24.0","48.0","31.0","52.0","32.0","4.0","W"
"NHL","Blues","37.0","26.0","51.0","34.0","51.0","45.0","4.0","W","Blackhawks","36.0","29.0","56.0","37.0","54.0","46.0","1.0","W"
"NHL","Stars","36.0","28.0","58.0","41.0","52.0","43.0","3.0","L","Ducks","39.0","35.0","57.0","36.0","55.0","51.0","5.0","W"
"MLB","Astros","43.0","25.0","51.0","36.0","54.0","45.0","9.0","L","Indians","41.0","28.0","50.0","31.0","53.0","45.0","10.0","W"
"MLB","Cardinals","27.0","28.0","43.0","29.0","50.0","26.0","6.0","W","Pirates","28.0","29.0","49.0","34.0","50.0","28.0","4.0","L"
"MLB","Blue Jays","31.0","27.0","53.0","37.0","50.0","31.0","5.0","W","Phillies","29.0","30.0","49.0","32.0","49.0","30.0","3.0","L"
"MLB","Mets","33.0","31.0","45.0","32.0","50.0","36.0","7.0","L","Brewers","32.0","30.0","42.0","31.0","50.0","34.0","8.0","W"
"MLB","Royals","34.0","30.0","43.0","30.0","50.0","36.0","5.0","W","Rangers","31.0","28.0","45.0","39.0","50.0","33.0","3.0","L"
"MLB","Reds","37.0","33.0","50.0","36.0","53.0","39.0","2.0","L","Rockies","48.0","41.0","48.0","36.0","56.0","54.0","8.0","W"
"MLB","Diamondbacks","42.0","29.0","49.0","38.0","55.0","48.0","1.0","L","Athletics","40.0","35.0","44.0","34.0","55.0","45.0","2.0","W"
"MLB","Twins","34.0","21.0","41.0","26.0","53.0","35.0","1.0","L","Mariners","38.0","25.0","49.0","36.0","54.0","43.0","3.0","W"
"MLB","Padres","31.0","22.0","35.0","26.0","51.0","31.0","1.0","L","Dodgers","32.0","31.0","43.0","35.0","50.0","35.0","6.0","W"
"MLB","Giants","30.0","20.0","36.0","31.0","49.0","30.0","3.0","L","Cubs","33.0","22.0","40.0","33.0","50.0","38.0","8.0","W"
"MLB","Marlins","33.0","30.0","48.0","33.0","52.0","30.0","0.0","L","Phillies","32.0","31.0","48.0","38.0","52.0","32.0","5.0","W"
"MLB","Rangers","28.0","27.0","48.0","34.0","52.0","27.0","6.0","W","Athletics","30.0","36.0","47.0","41.0","53.0","30.0","3.0","L"
"MLB","Rockies","30.0","35.0","49.0","32.0","51.0","30.0","3.0","W","Padres","30.0","30.0","42.0","33.0","51.0","29.0","1.0","L"
"MLB","Mariners","30.0","27.0","49.0","30.0","50.0","27.0","2.0","L","Twins","33.0","39.0","43.0","34.0","55.0","37.0","4.0","W"
"MLB","Tigers","32.0","34.0","39.0","32.0","53.0","37.0","9.0","W","White Sox","33.0","40.0","38.0","38.0","56.0","42.0","7.0","L"
"MLB","Reds","37.0","26.0","46.0","33.0","52.0","36.0","2.0","L","Pirates","42.0","30.0","47.0","38.0","54.0","47.0","5.0","W"
"MLB","Diamondbacks","48.0","29.0","44.0","35.0","55.0","51.0","3.0","W","Cardinals","48.0","35.0","41.0","34.0","56.0","56.0","1.0","L"
"MLB","Cubs","50.0","32.0","44.0","33.0","55.0","57.0","8.0","W","Brewers","40.0","32.0","43.0","41.0","54.0","43.0","0.0","L"
"NHL","Hurricanes","27.0","30.0","37.0","31.0","51.0","29.0","3.0","L","Flyers","28.0","30.0","40.0","28.0","51.0","28.0","4.0","W"
"NHL","Maple Leafs","27.0","34.0","37.0","27.0","52.0","27.0","1.0","L","Devils","30.0","38.0","37.0","31.0","53.0","33.0","2.0","W"
"MLB","Orioles","38.0","28.0","45.0","33.0","52.0","37.0","7.0","W","Red Sox","33.0","30.0","47.0","37.0","51.0","30.0","4.0","L"
"MLB","Marlins","40.0","31.0","42.0","27.0","51.0","36.0","2.0","W","Braves","28.0","32.0","42.0","29.0","51.0","23.0","0.0","L"
"MLB","Rangers","28.0","22.0","40.0","23.0","49.0","24.0","12.0","W","White Sox","28.0","25.0","42.0","28.0","50.0","25.0","5.0","W"
"MLB","Indians","28.0","23.0","36.0","24.0","49.0","25.0","1.0","L","Astros","28.0","26.0","42.0","28.0","50.0","25.0","4.0","W"
"MLB","Brewers","31.0","38.0","45.0","36.0","50.0","30.0","8.0","W","Twins","32.0","43.0","49.0","29.0","51.0","35.0","3.0","L"
"MLB","Padres","35.0","24.0","55.0","41.0","53.0","35.0","3.0","W","Pirates","31.0","18.0","47.0","31.0","52.0","36.0","2.0","L"
